0	222	768	2
1	747	176	4
2	267	483	5
3	398	520	5
4	83	1	4
5	393	71	3
6	683	303	3
7	347	137	2
8	213	942	4
9	514	216	5
10	669	195	2
11	833	511	4
12	387	135	5
13	345	1074	3
14	407	382	3
15	453	55	4
16	181	1349	1
17	215	228	5
18	381	50	5
19	391	195	2
20	330	50	5
21	293	100	4
22	487	17	3
23	15	930	2
24	666	188	5
25	389	393	2
26	361	176	4
27	90	425	4
28	458	48	4
29	104	347	2
30	479	272	4
31	532	916	3
32	543	161	4
33	804	603	5
34	128	140	4
35	921	929	1
36	221	475	4
37	334	204	4
38	379	622	5
39	497	121	4
40	942	878	4
41	747	792	5
42	764	191	3
43	330	15	5
44	788	164	3
45	936	919	5
46	503	654	5
47	254	243	2
48	707	953	4
49	682	209	3
50	119	829	5
51	489	323	5
52	10	589	5
53	311	505	4
54	708	150	4
55	894	93	4
56	738	175	4
57	405	1261	1
58	186	332	4
59	802	681	4
60	749	148	3
61	13	655	5
62	207	293	2
63	290	515	3
64	442	684	3
65	416	678	2
66	398	211	4
67	64	83	3
68	868	655	4
69	943	318	3
70	49	47	5
71	92	386	3
72	699	597	3
73	880	287	4
74	457	66	4
75	452	502	2
76	90	603	5
77	181	264	2
78	650	56	3
79	474	792	4
80	293	589	4
81	665	845	4
82	184	357	5
83	13	801	3
84	92	93	4
85	561	980	3
86	532	269	4
87	648	423	4
88	125	85	3
89	23	418	4
90	653	290	3
91	344	762	3
92	871	331	3
93	919	1060	3
94	527	582	2
95	130	455	4
96	711	559	3
97	246	121	4
98	82	479	4
99	592	806	4
100	385	919	4
101	267	294	3
102	370	269	5
103	514	7	5
104	795	1199	3
105	275	96	3
106	561	709	3
107	709	97	5
108	201	324	5
109	115	240	5
110	58	191	5
111	786	696	3
112	498	594	2
113	932	566	4
114	442	871	1
115	870	583	2
116	577	727	5
117	479	131	3
118	343	496	5
119	269	488	4
120	501	1081	3
121	416	1264	4
122	916	233	3
123	897	405	5
124	360	357	5
125	354	190	4
126	328	133	5
127	653	1140	1
128	458	273	4
129	933	470	4
130	659	202	4
131	606	181	5
132	91	69	5
133	291	1059	4
134	671	147	1
135	724	346	1
136	521	232	3
137	843	250	4
138	561	302	4
139	846	648	5
140	774	294	1
141	868	427	4
142	188	1263	3
143	18	603	3
144	499	1302	5
145	417	135	3
146	632	71	4
147	655	66	2
148	710	1039	4
149	151	317	5
150	885	946	3
151	294	252	4
152	253	216	4
153	587	1483	4
154	487	978	1
155	585	190	4
156	804	191	4
157	232	133	4
158	774	739	2
159	269	674	2
160	913	273	3
161	637	24	2
162	885	501	3
163	305	7	4
164	313	625	4
165	751	710	3
166	538	97	5
167	60	13	4
168	653	183	3
169	235	701	4
170	936	129	4
171	293	36	1
172	42	175	2
173	381	771	2
174	49	11	3
175	21	322	3
176	468	1014	3
177	724	344	1
178	195	1413	2
179	727	65	2
180	224	873	2
181	650	161	3
182	551	796	4
183	296	45	5
184	501	475	5
185	399	468	3
186	632	173	5
187	270	387	5
188	942	258	4
189	577	29	3
190	316	549	5
191	463	237	4
192	932	659	5
193	881	435	3
194	479	1007	4
195	682	1019	5
196	658	137	3
197	216	147	4
198	545	77	3
199	279	56	4
200	788	371	3
201	804	972	3
202	497	780	2
203	877	692	4
204	465	12	4
205	489	288	4
206	436	264	2
207	194	951	3
208	627	1478	3
209	119	299	4
210	293	198	4
211	267	498	5
212	883	257	5
213	908	200	2
214	221	1059	4
215	536	79	4
216	896	768	2
217	663	12	5
218	601	1073	2
219	883	715	5
220	387	224	5
221	880	566	3
222	747	1225	3
223	334	549	4
224	655	607	4
225	59	427	5
226	405	391	1
227	268	25	3
228	894	1010	4
229	889	156	5
230	548	460	4
231	459	249	2
232	416	330	3
233	279	269	4
234	790	1063	5
235	343	715	5
236	82	546	3
237	119	710	4
238	115	684	3
239	913	288	2
240	592	1134	5
241	435	85	4
242	659	317	4
243	92	527	3
244	57	820	3
245	655	726	2
246	503	1475	5
247	200	58	4
248	846	183	4
249	279	1487	1
250	878	285	5
251	380	228	3
252	773	324	3
253	805	582	3
254	577	28	5
255	435	240	3
256	699	16	3
257	892	196	4
258	627	402	3
259	181	986	2
260	389	111	3
261	178	764	3
262	671	237	5
263	790	226	3
264	21	286	3
265	327	238	4
266	110	29	3
267	503	382	4
268	458	307	4
269	178	196	4
270	642	357	2
271	201	55	4
272	828	346	4
273	291	231	3
274	773	209	5
275	243	129	2
276	796	172	4
277	630	272	5
278	543	4	4
279	279	226	4
280	393	541	3
281	823	228	3
282	474	209	5
283	405	70	3
284	890	23	5
285	514	181	4
286	562	234	5
287	336	41	3
288	425	172	5
289	94	1199	3
290	506	418	4
291	682	420	3
292	92	1014	3
293	405	201	1
294	213	515	4
295	655	591	3
296	776	191	5
297	506	94	3
298	271	1411	2
299	200	2	4
300	933	11	4
301	320	82	3
302	244	581	4
303	916	86	4
304	450	570	4
305	815	89	4
306	328	167	3
307	389	501	5
308	655	735	3
309	538	50	5
310	271	238	4
311	757	129	3
312	936	282	2
313	394	802	1
314	318	286	3
315	429	7	2
316	447	144	5
317	269	521	4
318	90	485	5
319	378	396	4
320	270	217	5
321	394	183	4
322	514	177	3
323	554	227	3
324	846	638	4
325	25	455	4
326	110	748	3
327	741	651	4
328	311	233	4
329	592	291	3
330	665	7	4
331	774	161	2
332	94	411	3
333	10	64	4
334	198	215	4
335	1	112	1
336	189	96	5
337	378	59	4
338	234	1126	4
339	741	196	5
340	246	841	1
341	872	763	3
342	798	415	3
343	566	165	5
344	15	473	1
345	455	942	4
346	387	12	5
347	666	792	4
348	878	88	4
349	389	378	5
350	922	252	2
351	542	58	4
352	87	1016	4
353	934	132	4
354	313	15	2
355	59	410	3
356	450	663	4
357	344	83	4
358	213	100	5
359	717	475	5
360	186	1016	5
361	65	1142	4
362	425	452	2
363	764	946	4
364	804	434	4
365	234	498	5
366	354	863	3
367	435	185	4
368	593	173	5
369	833	7	3
370	889	515	5
371	699	323	4
372	796	147	5
373	405	1069	1
374	643	496	4
375	545	326	3
376	328	726	4
377	608	742	4
378	595	273	3
379	527	496	4
380	25	837	4
381	293	234	5
382	194	971	3
383	747	71	5
384	758	505	5
385	313	633	5
386	474	97	5
387	425	355	3
388	535	174	4
389	733	282	3
390	268	580	3
391	303	79	5
392	307	449	4
393	665	216	4
394	256	88	5
395	650	230	4
396	342	656	5
397	763	133	3
398	666	92	3
399	465	423	3
400	463	285	4
401	757	128	3
402	374	742	5
403	308	531	4
404	330	252	4
405	867	748	4
406	503	8	5
407	214	257	3
408	321	197	5
409	455	77	4
410	291	212	4
411	690	629	1
412	567	1022	5
413	474	943	4
414	291	375	1
415	484	95	4
416	15	280	3
417	14	127	2
418	447	117	4
419	606	713	4
420	60	629	3
421	648	441	3
422	716	519	3
423	435	172	5
424	711	735	5
425	716	525	3
426	7	598	3
427	478	1	4
428	357	473	3
429	843	527	3
430	774	585	1
431	296	521	4
432	313	245	3
433	538	204	3
434	682	1153	3
435	643	325	2
436	479	173	5
437	587	327	3
438	21	327	3
439	43	285	4
440	116	750	4
441	862	208	2
442	437	132	5
443	393	842	4
444	406	63	3
445	653	1023	3
446	757	969	3
447	593	476	2
448	493	208	4
449	378	1107	3
450	889	741	4
451	661	408	5
452	328	939	4
453	295	470	3
454	223	71	5
455	145	1215	2
456	851	473	4
457	535	32	3
458	896	660	5
459	87	1181	3
460	456	410	4
461	407	28	4
462	7	405	3
463	297	108	4
464	450	405	4
465	221	809	3
466	682	597	1
467	303	255	4
468	625	423	4
469	476	56	4
470	230	499	4
471	711	966	5
472	773	732	3
473	251	181	4
474	503	233	5
475	280	416	5
476	405	1588	1
477	593	282	5
478	682	249	3
479	234	984	2
480	666	5	2
481	883	384	3
482	479	338	1
483	58	684	4
484	235	1	4
485	854	1011	2
486	280	451	5
487	561	162	3
488	543	642	3
489	276	169	5
490	232	127	3
491	450	783	3
492	18	781	3
493	357	826	3
494	56	176	5
495	637	150	1
496	393	27	4
497	5	390	5
498	405	317	4
499	407	85	4
500	200	304	5
501	916	190	4
502	537	414	4
503	311	498	4
504	186	79	5
505	406	430	4
506	95	77	4
507	42	1043	2
508	195	771	2
509	474	275	3
510	385	1021	5
511	207	182	3
512	747	279	4
513	504	96	4
514	587	916	3
515	724	358	1
516	5	430	5
517	145	934	1
518	181	21	1
519	756	55	5
520	894	19	4
521	42	86	3
522	807	234	3
523	200	141	4
524	554	191	5
525	397	751	3
526	297	307	4
527	406	1126	3
528	890	447	3
529	880	1496	4
530	896	281	2
531	233	202	5
532	60	502	4
533	683	748	3
534	934	554	4
535	551	912	3
536	92	295	2
537	232	268	4
538	435	520	4
539	620	699	5
540	451	991	2
541	200	380	5
542	178	203	4
543	751	55	4
544	380	732	4
545	630	295	4
546	454	79	4
547	763	12	5
548	59	177	4
549	239	50	5
550	833	826	2
551	495	191	3
552	862	64	5
553	690	496	4
554	42	427	4
555	663	111	3
556	409	165	4
557	654	568	4
558	454	435	2
559	44	660	5
560	394	38	4
561	922	385	3
562	828	874	3
563	246	469	3
564	862	823	4
565	840	272	4
566	116	301	3
567	334	169	4
568	712	794	4
569	618	79	5
570	883	59	5
571	921	230	3
572	145	88	5
573	455	196	4
574	357	685	3
575	307	227	5
576	534	148	4
577	21	379	3
578	246	41	2
579	504	214	4
580	343	62	2
581	141	294	4
582	23	323	2
583	334	506	3
584	823	919	4
585	303	518	4
586	704	100	4
587	608	1113	3
588	297	28	4
589	863	901	1
590	655	1426	2
591	311	449	3
592	532	301	4
593	92	433	5
594	290	483	5
595	805	413	2
596	640	174	5
597	7	193	5
598	889	58	3
599	541	826	3
600	385	47	4
601	399	1207	3
602	798	1284	3
603	880	54	3
604	318	72	4
605	795	926	2
606	207	1197	4
607	669	474	4
608	717	1047	4
609	619	665	5
610	57	204	4
611	221	940	4
612	625	433	3
613	416	24	5
614	435	448	3
615	497	222	3
616	405	23	5
617	201	230	3
618	378	1523	2
619	293	3	2
620	577	708	3
621	798	1076	3
622	301	50	5
623	643	482	4
624	253	448	2
625	92	156	4
626	831	272	5
627	13	263	5
628	280	449	3
629	298	356	3
630	854	411	2
631	786	318	5
632	308	611	4
633	291	588	4
634	57	271	3
635	417	1086	4
636	504	234	3
637	385	42	1
638	416	652	4
639	62	318	5
640	487	732	5
641	788	11	2
642	303	1232	3
643	447	1009	4
644	210	96	4
645	405	135	5
646	537	512	3
647	508	528	5
648	63	257	3
649	648	816	1
650	299	274	3
651	379	419	4
652	85	1010	2
653	686	172	4
654	43	724	4
655	363	710	5
656	887	443	4
657	533	449	4
658	381	228	4
659	798	403	4
660	43	77	3
661	907	739	5
662	268	738	2
663	489	302	5
664	707	86	4
665	144	183	4
666	326	550	5
667	872	1011	1
668	881	240	1
669	886	218	3
670	498	464	4
671	831	687	2
672	500	640	4
673	474	257	3
674	499	174	3
675	18	732	3
676	559	1556	3
677	94	245	1
678	605	269	4
679	269	162	3
680	188	265	5
681	927	255	4
682	16	134	4
683	896	229	4
684	561	215	3
685	99	780	5
686	18	492	4
687	295	812	4
688	868	207	3
689	109	22	4
690	121	318	5
691	90	1198	5
692	85	174	4
693	397	346	4
694	790	1028	3
695	919	31	3
696	521	475	3
697	405	668	1
698	327	192	5
699	867	156	5
700	236	127	5
701	195	1415	1
702	262	781	3
703	303	24	3
704	307	472	3
705	308	1073	3
706	863	879	2
707	731	504	3
708	22	121	3
709	545	228	5
710	416	765	4
711	347	276	3
712	269	143	3
713	537	231	3
714	472	748	5
715	833	58	2
716	484	778	5
717	562	173	5
718	14	9	4
719	23	203	4
720	268	1098	3
721	505	259	3
722	83	846	3
723	314	105	4
724	872	268	1
725	889	512	5
726	361	705	5
727	279	890	3
728	666	760	3
729	417	473	2
730	303	357	5
731	393	421	2
732	405	551	1
733	338	294	1
734	311	729	4
735	56	575	3
736	13	483	5
737	280	731	3
738	605	255	2
739	26	255	3
740	271	866	4
741	749	58	3
742	622	769	1
743	864	238	5
744	160	933	3
745	579	234	3
746	11	714	4
747	514	272	4
748	892	484	5
749	312	1126	4
750	328	127	5
751	567	185	5
752	601	184	3
753	361	14	4
754	851	286	4
755	524	70	4
756	305	190	3
757	795	219	3
758	286	408	4
759	504	631	4
760	102	684	2
761	316	614	2
762	908	528	4
763	77	238	5
764	561	238	4
765	62	708	3
766	537	749	2
767	916	163	3
768	387	76	3
769	826	309	4
770	551	356	4
